,track_name,artists,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
0,rotunda,surgeon,0ITThluJ75byBK7SdUwR5W,0.724,0.941,6,-13.646,0,0.0555,8.61e-06,0.93,0.105,0.219,134.312,audio_features,spotify:track:0ITThluJ75byBK7SdUwR5W,https://api.spotify.com/v1/tracks/0ITThluJ75byBK7SdUwR5W,https://api.spotify.com/v1/audio-analysis/0ITThluJ75byBK7SdUwR5W,267307,4
1,nosara,little symphony,2MV2CBFcQa6WPLFMicSvu3,0.0614,0.00153,0,-28.262,1,0.0516,0.969,0.995,0.112,0.0671,74.04,audio_features,spotify:track:2MV2CBFcQa6WPLFMicSvu3,https://api.spotify.com/v1/tracks/2MV2CBFcQa6WPLFMicSvu3,https://api.spotify.com/v1/audio-analysis/2MV2CBFcQa6WPLFMicSvu3,119102,3
2,rat patrol,naked raygun,77wihvKjsijCbjkGnuAnnn,0.306,0.907,11,-10.353,1,0.0512,0.00175,0.523,0.45,0.564,134.978,audio_features,spotify:track:77wihvKjsijCbjkGnuAnnn,https://api.spotify.com/v1/tracks/77wihvKjsijCbjkGnuAnnn,https://api.spotify.com/v1/audio-analysis/77wihvKjsijCbjkGnuAnnn,131867,4
3,who loves the sun - 2015 remaster,the velvet underground,1rJi8cf8OWsrX4CqBnMSoQ,0.441,0.568,4,-8.833,1,0.0298,0.326,0.0,0.368,0.721,130.131,audio_features,spotify:track:1rJi8cf8OWsrX4CqBnMSoQ,https://api.spotify.com/v1/tracks/1rJi8cf8OWsrX4CqBnMSoQ,https://api.spotify.com/v1/audio-analysis/1rJi8cf8OWsrX4CqBnMSoQ,166213,4
4,sana değmez,3 hürel,5qHHMrS7MnxayRuf6wXqUV,0.511,0.364,7,-16.941,0,0.0444,0.0782,0.435,0.0745,0.543,160.043,audio_features,spotify:track:5qHHMrS7MnxayRuf6wXqUV,https://api.spotify.com/v1/tracks/5qHHMrS7MnxayRuf6wXqUV,https://api.spotify.com/v1/audio-analysis/5qHHMrS7MnxayRuf6wXqUV,294373,4
5,bad decisions,the strokes,55N8cxpE1QDoeaaNqUnoZ2,0.374,0.922,0,-3.4,1,0.056,0.0135,0.204,0.28,0.393,153.217,audio_features,spotify:track:55N8cxpE1QDoeaaNqUnoZ2,https://api.spotify.com/v1/tracks/55N8cxpE1QDoeaaNqUnoZ2,https://api.spotify.com/v1/audio-analysis/55N8cxpE1QDoeaaNqUnoZ2,293360,4
6,ready to rumble,hicksville bombers,64KZTBQqCG8OEWlidIM9ii,0.522,0.822,11,-7.568,0,0.0888,0.362,0.000181,0.136,0.844,202.457,audio_features,spotify:track:64KZTBQqCG8OEWlidIM9ii,https://api.spotify.com/v1/tracks/64KZTBQqCG8OEWlidIM9ii,https://api.spotify.com/v1/audio-analysis/64KZTBQqCG8OEWlidIM9ii,224880,4
7,so cold,breaking benjamin,4BJyt25nburVwbnESDeIc7,0.49,0.774,0,-5.436,0,0.0604,0.00305,8.16e-05,0.12,0.297,153.048,audio_features,spotify:track:4BJyt25nburVwbnESDeIc7,https://api.spotify.com/v1/tracks/4BJyt25nburVwbnESDeIc7,https://api.spotify.com/v1/audio-analysis/4BJyt25nburVwbnESDeIc7,273440,4
8,too late,lamorris williams,3V4QcyECt66Xmj6NoKEqlB,0.834,0.537,5,-5.337,1,0.0609,0.0817,0.0,0.235,0.729,133.001,audio_features,spotify:track:3V4QcyECt66Xmj6NoKEqlB,https://api.spotify.com/v1/tracks/3V4QcyECt66Xmj6NoKEqlB,https://api.spotify.com/v1/audio-analysis/3V4QcyECt66Xmj6NoKEqlB,199916,4
9,right now,empire,1mK1HDtie9WU6DAw3VAC4r,0.402,0.961,6,-2.235,1,0.133,0.0445,2.86e-06,0.904,0.312,154.97,audio_features,spotify:track:1mK1HDtie9WU6DAw3VAC4r,https://api.spotify.com/v1/tracks/1mK1HDtie9WU6DAw3VAC4r,https://api.spotify.com/v1/audio-analysis/1mK1HDtie9WU6DAw3VAC4r,212691,4
10,unbreakable,rygin king,48eDHR9rcXM4qpJwfXyUhG,0.586,0.556,2,-11.042,1,0.345,0.111,0.0,0.121,0.522,80.949,audio_features,spotify:track:48eDHR9rcXM4qpJwfXyUhG,https://api.spotify.com/v1/tracks/48eDHR9rcXM4qpJwfXyUhG,https://api.spotify.com/v1/audio-analysis/48eDHR9rcXM4qpJwfXyUhG,191580,4
11,from dusk till dawn,upon a burning body,5K33HCwChkSVoO9Vh4KtDv,0.362,0.98,9,-4.143,0,0.253,4.28e-05,4.97e-06,0.324,0.205,118.567,audio_features,spotify:track:5K33HCwChkSVoO9Vh4KtDv,https://api.spotify.com/v1/tracks/5K33HCwChkSVoO9Vh4KtDv,https://api.spotify.com/v1/audio-analysis/5K33HCwChkSVoO9Vh4KtDv,152240,4
12,eat what you kill,unleash the archers,4e3nB8NXaIZyjImZvwQdh8,0.36,0.967,2,-1.574,1,0.0706,0.00113,0.0488,0.34,0.184,117.778,audio_features,spotify:track:4e3nB8NXaIZyjImZvwQdh8,https://api.spotify.com/v1/tracks/4e3nB8NXaIZyjImZvwQdh8,https://api.spotify.com/v1/audio-analysis/4e3nB8NXaIZyjImZvwQdh8,280773,4
13,pagan dream machine - vibrasphere remix,entheogenic,5BRXWwO8o77U6717HnpbCL,0.592,0.506,4,-12.327,0,0.039,0.00346,0.606,0.406,0.289,89.991,audio_features,spotify:track:5BRXWwO8o77U6717HnpbCL,https://api.spotify.com/v1/tracks/5BRXWwO8o77U6717HnpbCL,https://api.spotify.com/v1/audio-analysis/5BRXWwO8o77U6717HnpbCL,514907,4
14,like you used to,kidnap,6DVm8BPg3ltHIcrrNacCVe,0.696,0.459,5,-10.573,0,0.0287,0.117,0.495,0.0823,0.221,120.041,audio_features,spotify:track:6DVm8BPg3ltHIcrrNacCVe,https://api.spotify.com/v1/tracks/6DVm8BPg3ltHIcrrNacCVe,https://api.spotify.com/v1/audio-analysis/6DVm8BPg3ltHIcrrNacCVe,231576,4
15,the emperor,firespawn,06rOxukSVjlayGLatbjU3D,0.434,0.97,7,-5.44,1,0.162,5.4e-05,0.708,0.279,0.074,120.026,audio_features,spotify:track:06rOxukSVjlayGLatbjU3D,https://api.spotify.com/v1/tracks/06rOxukSVjlayGLatbjU3D,https://api.spotify.com/v1/audio-analysis/06rOxukSVjlayGLatbjU3D,307750,4
16,technology,carl craig,3YOTmsDDNbu87ZnZlaXIz0,0.724,0.551,10,-11.679,0,0.0709,0.00489,0.114,0.097,0.558,128.006,audio_features,spotify:track:3YOTmsDDNbu87ZnZlaXIz0,https://api.spotify.com/v1/tracks/3YOTmsDDNbu87ZnZlaXIz0,https://api.spotify.com/v1/audio-analysis/3YOTmsDDNbu87ZnZlaXIz0,412800,4
17,never forget my love,joss stone,0bkZDWw012IDeE8mkGScga,0.609,0.697,4,-5.162,0,0.0911,0.382,0.00123,0.231,0.87,159.847,audio_features,spotify:track:0bkZDWw012IDeE8mkGScga,https://api.spotify.com/v1/tracks/0bkZDWw012IDeE8mkGScga,https://api.spotify.com/v1/audio-analysis/0bkZDWw012IDeE8mkGScga,221413,4
18,golden hour,dustycloud,6b6CdXY3wpG7OFtp6FOwLz,0.681,0.627,8,-8.842,1,0.159,0.303,7.04e-05,0.245,0.135,125.008,audio_features,spotify:track:6b6CdXY3wpG7OFtp6FOwLz,https://api.spotify.com/v1/tracks/6b6CdXY3wpG7OFtp6FOwLz,https://api.spotify.com/v1/audio-analysis/6b6CdXY3wpG7OFtp6FOwLz,269695,4
19,salvaje,timothy infinite,5pHVJGizchdV0tApncpJjf,0.869,0.718,7,-6.476,1,0.0935,0.0092,0.619,0.877,0.394,120.006,audio_features,spotify:track:5pHVJGizchdV0tApncpJjf,https://api.spotify.com/v1/tracks/5pHVJGizchdV0tApncpJjf,https://api.spotify.com/v1/audio-analysis/5pHVJGizchdV0tApncpJjf,128000,4
20,punchiri thanjum,shankar mahadevan,3MKKUXDerbZYgiakyrzjKm,0.588,0.198,0,-13.095,1,0.0306,0.727,0.0,0.169,0.427,117.096,audio_features,spotify:track:3MKKUXDerbZYgiakyrzjKm,https://api.spotify.com/v1/tracks/3MKKUXDerbZYgiakyrzjKm,https://api.spotify.com/v1/audio-analysis/3MKKUXDerbZYgiakyrzjKm,276252,4
21,time to move on,hozho,5QxuFcNJ9WsSJmRzj8Z1GZ,0.743,0.697,1,-6.922,1,0.039,0.0483,0.709,0.109,0.211,126.989,audio_features,spotify:track:5QxuFcNJ9WsSJmRzj8Z1GZ,https://api.spotify.com/v1/tracks/5QxuFcNJ9WsSJmRzj8Z1GZ,https://api.spotify.com/v1/audio-analysis/5QxuFcNJ9WsSJmRzj8Z1GZ,600500,4
22,du machst mich süchtig,michelle,3DCi2g9Dc8KDWW4fq4Xd7z,0.686,0.862,0,-4.387,0,0.031,0.202,5.27e-06,0.126,0.613,123.995,audio_features,spotify:track:3DCi2g9Dc8KDWW4fq4Xd7z,https://api.spotify.com/v1/tracks/3DCi2g9Dc8KDWW4fq4Xd7z,https://api.spotify.com/v1/audio-analysis/3DCi2g9Dc8KDWW4fq4Xd7z,221893,4
23,um dia,pablo,0PO7wSSVIiQvQNfbyENGhO,0.69,0.621,2,-6.87,0,0.0266,0.285,0.0,0.383,0.815,131.993,audio_features,spotify:track:0PO7wSSVIiQvQNfbyENGhO,https://api.spotify.com/v1/tracks/0PO7wSSVIiQvQNfbyENGhO,https://api.spotify.com/v1/audio-analysis/0PO7wSSVIiQvQNfbyENGhO,220787,4
24,the way of the ghost,ilan eshkeri,0AnsIh2o4sa9p8pHJOi9oI,0.171,0.162,7,-15.387,0,0.0432,0.709,0.921,0.149,0.0368,114.473,audio_features,spotify:track:0AnsIh2o4sa9p8pHJOi9oI,https://api.spotify.com/v1/tracks/0AnsIh2o4sa9p8pHJOi9oI,https://api.spotify.com/v1/audio-analysis/0AnsIh2o4sa9p8pHJOi9oI,254880,4
25,ending,peter sandberg,7kpQEBD4c4uHzGBAI5fqY6,0.567,0.207,6,-22.354,0,0.037,0.963,0.925,0.105,0.151,143.999,audio_features,spotify:track:7kpQEBD4c4uHzGBAI5fqY6,https://api.spotify.com/v1/tracks/7kpQEBD4c4uHzGBAI5fqY6,https://api.spotify.com/v1/audio-analysis/7kpQEBD4c4uHzGBAI5fqY6,135042,3
26,fora de ocasião - ao vivo,samba de raiz,6bUu7IIJwcAfmWWfeNKgjs,0.369,0.713,0,-10.669,1,0.122,0.719,1.58e-05,0.617,0.884,201.629,audio_features,spotify:track:6bUu7IIJwcAfmWWfeNKgjs,https://api.spotify.com/v1/tracks/6bUu7IIJwcAfmWWfeNKgjs,https://api.spotify.com/v1/audio-analysis/6bUu7IIJwcAfmWWfeNKgjs,191307,4
27,mooskaan,sajjan raj vaidya,6quygE0BQuMUY861Crte1N,0.623,0.22,2,-16.672,1,0.0423,0.813,5.8e-05,0.107,0.475,136.007,audio_features,spotify:track:6quygE0BQuMUY861Crte1N,https://api.spotify.com/v1/tracks/6quygE0BQuMUY861Crte1N,https://api.spotify.com/v1/audio-analysis/6quygE0BQuMUY861Crte1N,303529,4
28,vapaa maa,stam1na,3MOsHKmIogiLjwZlxEOAL6,0.434,0.926,2,-4.324,1,0.0756,0.000209,0.0186,0.342,0.495,151.984,audio_features,spotify:track:3MOsHKmIogiLjwZlxEOAL6,https://api.spotify.com/v1/tracks/3MOsHKmIogiLjwZlxEOAL6,https://api.spotify.com/v1/audio-analysis/3MOsHKmIogiLjwZlxEOAL6,283000,4
29,confide (contour 1) - booka shade rework,booka shade,1ALfsBaSLSoRKhaU1EPBiU,0.625,0.591,7,-11.039,0,0.0342,0.00502,0.915,0.123,0.0411,124.999,audio_features,spotify:track:1ALfsBaSLSoRKhaU1EPBiU,https://api.spotify.com/v1/tracks/1ALfsBaSLSoRKhaU1EPBiU,https://api.spotify.com/v1/audio-analysis/1ALfsBaSLSoRKhaU1EPBiU,375840,4
30,take california,propellerheads,6po71PeJnTDHZdqYcFfAY1,0.749,0.873,0,-5.651,1,0.0571,0.000259,0.807,0.172,0.143,119.833,audio_features,spotify:track:6po71PeJnTDHZdqYcFfAY1,https://api.spotify.com/v1/tracks/6po71PeJnTDHZdqYcFfAY1,https://api.spotify.com/v1/audio-analysis/6po71PeJnTDHZdqYcFfAY1,441760,4
31,流星群,=love,0ZUTV4cvtNiZyMqqQstT8f,0.6,0.879,9,-4.02,1,0.0584,0.106,2.78e-05,0.303,0.565,125.031,audio_features,spotify:track:0ZUTV4cvtNiZyMqqQstT8f,https://api.spotify.com/v1/tracks/0ZUTV4cvtNiZyMqqQstT8f,https://api.spotify.com/v1/audio-analysis/0ZUTV4cvtNiZyMqqQstT8f,281373,4
32,on my way,mr. fingers,5QKeAMzI8zYU6sVmYhYjB8,0.655,0.343,0,-19.352,1,0.0371,0.0426,0.704,0.202,0.268,115.117,audio_features,spotify:track:5QKeAMzI8zYU6sVmYhYjB8,https://api.spotify.com/v1/tracks/5QKeAMzI8zYU6sVmYhYjB8,https://api.spotify.com/v1/audio-analysis/5QKeAMzI8zYU6sVmYhYjB8,304773,4
33,tonight,the soundtrack of our lives,0LeUR1R1Vi0zzZc8Q3wzHy,0.193,0.277,2,-9.531,1,0.0345,0.957,0.355,0.138,0.234,85.164,audio_features,spotify:track:0LeUR1R1Vi0zzZc8Q3wzHy,https://api.spotify.com/v1/tracks/0LeUR1R1Vi0zzZc8Q3wzHy,https://api.spotify.com/v1/audio-analysis/0LeUR1R1Vi0zzZc8Q3wzHy,222107,4
34,coral de anjos,grupo sensação,3NQ9kBo6RYwjr867eDOENU,0.413,0.917,2,-5.999,0,0.0742,0.313,0.0,0.732,0.478,77.635,audio_features,spotify:track:3NQ9kBo6RYwjr867eDOENU,https://api.spotify.com/v1/tracks/3NQ9kBo6RYwjr867eDOENU,https://api.spotify.com/v1/audio-analysis/3NQ9kBo6RYwjr867eDOENU,232747,4
35,duas de cinco,criolo,70JWkhnzaKDDU8VpMsBleo,0.658,0.718,5,-8.128,0,0.076,0.0446,0.0036,0.2,0.514,80.112,audio_features,spotify:track:70JWkhnzaKDDU8VpMsBleo,https://api.spotify.com/v1/tracks/70JWkhnzaKDDU8VpMsBleo,https://api.spotify.com/v1/audio-analysis/70JWkhnzaKDDU8VpMsBleo,224880,4
36,for a minute or two,toini & the tomcats,5bpRBSk8PWLSDORhAUkEv5,0.763,0.472,7,-8.232,1,0.0429,0.5,0.0,0.263,0.583,125.339,audio_features,spotify:track:5bpRBSk8PWLSDORhAUkEv5,https://api.spotify.com/v1/tracks/5bpRBSk8PWLSDORhAUkEv5,https://api.spotify.com/v1/audio-analysis/5bpRBSk8PWLSDORhAUkEv5,147027,4
37,joy,andy grammer,4Hn4zAkBUaNnT8m9p7cYaf,0.675,0.793,2,-6.0,1,0.157,0.108,0.0,0.103,0.233,111.907,audio_features,spotify:track:4Hn4zAkBUaNnT8m9p7cYaf,https://api.spotify.com/v1/tracks/4Hn4zAkBUaNnT8m9p7cYaf,https://api.spotify.com/v1/audio-analysis/4Hn4zAkBUaNnT8m9p7cYaf,193621,4
38,be my love,il volo,5Rj14suRfZJIpDFC1e8pMK,0.197,0.497,9,-4.18,0,0.0323,0.768,0.00203,0.139,0.199,81.642,audio_features,spotify:track:5Rj14suRfZJIpDFC1e8pMK,https://api.spotify.com/v1/tracks/5Rj14suRfZJIpDFC1e8pMK,https://api.spotify.com/v1/audio-analysis/5Rj14suRfZJIpDFC1e8pMK,179394,3
39,the answer,aaron carl,3eCLAuvGkXm3ysWPu7pTbM,0.797,0.229,9,-13.059,0,0.13,0.000133,0.936,0.0778,0.663,133.989,audio_features,spotify:track:3eCLAuvGkXm3ysWPu7pTbM,https://api.spotify.com/v1/tracks/3eCLAuvGkXm3ysWPu7pTbM,https://api.spotify.com/v1/audio-analysis/3eCLAuvGkXm3ysWPu7pTbM,286232,4
40,poema,nadezhda kazantseva,3DEP80dFPwaYskFpipy0CV,0.291,0.116,1,-16.421,1,0.044,0.992,0.00107,0.102,0.113,100.629,audio_features,spotify:track:3DEP80dFPwaYskFpipy0CV,https://api.spotify.com/v1/tracks/3DEP80dFPwaYskFpipy0CV,https://api.spotify.com/v1/audio-analysis/3DEP80dFPwaYskFpipy0CV,174645,5
41,killing scum - promo remix,the masochist,6e1Df4Yw06ia1QssjIigj2,0.698,0.996,9,-4.241,1,0.178,0.0185,0.706,0.453,0.0783,151.854,audio_features,spotify:track:6e1Df4Yw06ia1QssjIigj2,https://api.spotify.com/v1/tracks/6e1Df4Yw06ia1QssjIigj2,https://api.spotify.com/v1/audio-analysis/6e1Df4Yw06ia1QssjIigj2,361946,4
42,last winter,atria,4rdiaPrUHc2k18yfzQr9jH,0.507,0.976,2,-3.871,1,0.215,2.08e-05,0.00393,0.224,0.111,130.023,audio_features,spotify:track:4rdiaPrUHc2k18yfzQr9jH,https://api.spotify.com/v1/tracks/4rdiaPrUHc2k18yfzQr9jH,https://api.spotify.com/v1/audio-analysis/4rdiaPrUHc2k18yfzQr9jH,216000,4
43,don't leave 2.0 (until the ribbon breaks remix),faithless,1tX1L9yabmvELZk2l7cA0v,0.633,0.52,10,-6.238,0,0.0351,0.559,0.00061,0.192,0.458,73.493,audio_features,spotify:track:1tX1L9yabmvELZk2l7cA0v,https://api.spotify.com/v1/tracks/1tX1L9yabmvELZk2l7cA0v,https://api.spotify.com/v1/audio-analysis/1tX1L9yabmvELZk2l7cA0v,213505,4
44,ik ben een kikker,feest dj maarten,6GZeLWmTs4LavBVpKQw6O8,0.446,0.829,2,-7.53,1,0.0378,0.000848,3.08e-05,0.242,0.213,154.139,audio_features,spotify:track:6GZeLWmTs4LavBVpKQw6O8,https://api.spotify.com/v1/tracks/6GZeLWmTs4LavBVpKQw6O8,https://api.spotify.com/v1/audio-analysis/6GZeLWmTs4LavBVpKQw6O8,196000,4
45,if you ever forget that you love me,isak danielson,7jrwY3Z674xbQbNp2tlvwz,0.41,0.209,3,-9.749,0,0.0366,0.868,1.33e-05,0.106,0.173,75.793,audio_features,spotify:track:7jrwY3Z674xbQbNp2tlvwz,https://api.spotify.com/v1/tracks/7jrwY3Z674xbQbNp2tlvwz,https://api.spotify.com/v1/audio-analysis/7jrwY3Z674xbQbNp2tlvwz,202648,5
46,paradise,goldbird,135RMzvVpxXTQFNytGrbWB,0.611,0.721,11,-7.589,0,0.0294,0.0092,2.06e-05,0.216,0.355,122.948,audio_features,spotify:track:135RMzvVpxXTQFNytGrbWB,https://api.spotify.com/v1/tracks/135RMzvVpxXTQFNytGrbWB,https://api.spotify.com/v1/audio-analysis/135RMzvVpxXTQFNytGrbWB,173659,4
47,wonderland,so_nny,6qeMnGssbQmFZQ4NA9NPT2,0.726,0.369,0,-10.117,0,0.049,0.841,0.84,0.138,0.726,80.018,audio_features,spotify:track:6qeMnGssbQmFZQ4NA9NPT2,https://api.spotify.com/v1/tracks/6qeMnGssbQmFZQ4NA9NPT2,https://api.spotify.com/v1/audio-analysis/6qeMnGssbQmFZQ4NA9NPT2,150000,4
48,the equalizer,harry gregson-williams,1EW89f5iyD8x0n89N3cE6w,0.396,0.424,7,-13.333,1,0.0338,0.0612,0.832,0.0916,0.0547,139.305,audio_features,spotify:track:1EW89f5iyD8x0n89N3cE6w,https://api.spotify.com/v1/tracks/1EW89f5iyD8x0n89N3cE6w,https://api.spotify.com/v1/audio-analysis/1EW89f5iyD8x0n89N3cE6w,399400,4
49,siege of power,napalm death,72fIph43dZXUHObobvIeNn,0.257,0.982,8,-7.984,1,0.136,2.47e-05,0.199,0.288,0.0472,117.309,audio_features,spotify:track:72fIph43dZXUHObobvIeNn,https://api.spotify.com/v1/tracks/72fIph43dZXUHObobvIeNn,https://api.spotify.com/v1/audio-analysis/72fIph43dZXUHObobvIeNn,239467,4
50,the bloodiests -最も血生臭い奴ら-,seikima-ii,40ZuPoRNZivOPIHuNelkaU,0.356,0.851,7,-5.548,0,0.0476,1.2e-05,1.96e-05,0.32,0.376,89.938,audio_features,spotify:track:40ZuPoRNZivOPIHuNelkaU,https://api.spotify.com/v1/tracks/40ZuPoRNZivOPIHuNelkaU,https://api.spotify.com/v1/audio-analysis/40ZuPoRNZivOPIHuNelkaU,242600,4
51,vintersång,carola,1RQm4qxsxKymvP5t1P7smQ,0.3,0.12,9,-15.097,1,0.0384,0.973,0.000302,0.0885,0.113,79.355,audio_features,spotify:track:1RQm4qxsxKymvP5t1P7smQ,https://api.spotify.com/v1/tracks/1RQm4qxsxKymvP5t1P7smQ,https://api.spotify.com/v1/audio-analysis/1RQm4qxsxKymvP5t1P7smQ,232227,4
52,oxydation,static breather,0ps8AEK7yyrTjM2DAO7gKN,0.719,0.396,6,-12.47,1,0.0773,0.0702,0.275,0.0815,0.529,159.964,audio_features,spotify:track:0ps8AEK7yyrTjM2DAO7gKN,https://api.spotify.com/v1/tracks/0ps8AEK7yyrTjM2DAO7gKN,https://api.spotify.com/v1/audio-analysis/0ps8AEK7yyrTjM2DAO7gKN,148500,4
53,antonios röst,germaine franco,38sDn4Exgc4MBFuC90zKMh,0.424,0.321,7,-11.358,1,0.0613,0.501,0.601,0.106,0.213,108.063,audio_features,spotify:track:38sDn4Exgc4MBFuC90zKMh,https://api.spotify.com/v1/tracks/38sDn4Exgc4MBFuC90zKMh,https://api.spotify.com/v1/audio-analysis/38sDn4Exgc4MBFuC90zKMh,134787,4
54,identities,lil dusty g,0opflBNj8NQehW3Q0oXueA,0.75,0.618,1,-4.633,0,0.0761,0.0273,0.149,0.102,0.548,83.004,audio_features,spotify:track:0opflBNj8NQehW3Q0oXueA,https://api.spotify.com/v1/tracks/0opflBNj8NQehW3Q0oXueA,https://api.spotify.com/v1/audio-analysis/0opflBNj8NQehW3Q0oXueA,115663,4
55,humba täterä - stadion-mix,tim toupet;dj padre,4ylu5OWr24o3WwZj4a5w9H,0.764,0.986,1,-2.677,0,0.165,0.165,0.0,0.0951,0.384,127.974,audio_features,spotify:track:4ylu5OWr24o3WwZj4a5w9H,https://api.spotify.com/v1/tracks/4ylu5OWr24o3WwZj4a5w9H,https://api.spotify.com/v1/audio-analysis/4ylu5OWr24o3WwZj4a5w9H,189027,4
56,return to sender,elvis presley,3uwIoa2emQILz6BmH6MtiW,0.845,0.563,8,-9.488,1,0.0439,0.628,0.0,0.0614,0.969,130.335,audio_features,spotify:track:3uwIoa2emQILz6BmH6MtiW,https://api.spotify.com/v1/tracks/3uwIoa2emQILz6BmH6MtiW,https://api.spotify.com/v1/audio-analysis/3uwIoa2emQILz6BmH6MtiW,126693,4
57,tudo encontrarás,raquel ferreira,2IVab0m6jTd7uk224PrpV5,0.239,0.231,5,-11.927,1,0.0344,0.909,0.000305,0.0796,0.0945,92.517,audio_features,spotify:track:2IVab0m6jTd7uk224PrpV5,https://api.spotify.com/v1/tracks/2IVab0m6jTd7uk224PrpV5,https://api.spotify.com/v1/audio-analysis/2IVab0m6jTd7uk224PrpV5,125680,5
58,return to zero - the mystery land anthem,marshall masters,3Rn21K5Te3TUM0AcFtisuX,0.679,0.866,8,-9.691,1,0.0719,3.84e-05,0.755,0.956,0.0457,147.086,audio_features,spotify:track:3Rn21K5Te3TUM0AcFtisuX,https://api.spotify.com/v1/tracks/3Rn21K5Te3TUM0AcFtisuX,https://api.spotify.com/v1/audio-analysis/3Rn21K5Te3TUM0AcFtisuX,120110,4
59,contratempo - ao vivo,imaginasamba,7jyuOPcQ055UohYuhKhK83,0.472,0.632,1,-6.609,1,0.0525,0.632,0.0,0.898,0.486,141.964,audio_features,spotify:track:7jyuOPcQ055UohYuhKhK83,https://api.spotify.com/v1/tracks/7jyuOPcQ055UohYuhKhK83,https://api.spotify.com/v1/audio-analysis/7jyuOPcQ055UohYuhKhK83,252547,4
60,say yes,cupid,6455q2sm0znfcevxSCzMMW,0.68,0.616,8,-5.955,1,0.0321,0.00541,0.0,0.136,0.374,112.425,audio_features,spotify:track:6455q2sm0znfcevxSCzMMW,https://api.spotify.com/v1/tracks/6455q2sm0znfcevxSCzMMW,https://api.spotify.com/v1/audio-analysis/6455q2sm0znfcevxSCzMMW,209240,4
61,when you wish upon a star (from 'pinocchio'),the harp and the piano,6VFxRq4MijvsZagCztOQF5,0.744,0.00738,1,-31.114,1,0.0904,0.995,0.955,0.106,0.526,131.81,audio_features,spotify:track:6VFxRq4MijvsZagCztOQF5,https://api.spotify.com/v1/tracks/6VFxRq4MijvsZagCztOQF5,https://api.spotify.com/v1/audio-analysis/6VFxRq4MijvsZagCztOQF5,61989,3
62,100 degrees in the shade,breaking grass,018TIqGwVaEzXN8JSwpG6q,0.571,0.601,11,-6.26,0,0.0651,0.463,0.0,0.0865,0.65,161.845,audio_features,spotify:track:018TIqGwVaEzXN8JSwpG6q,https://api.spotify.com/v1/tracks/018TIqGwVaEzXN8JSwpG6q,https://api.spotify.com/v1/audio-analysis/018TIqGwVaEzXN8JSwpG6q,183173,4
63,fight for life,el perro del mar,2RbR0Fxh0rHcu2TALqUdzw,0.195,0.486,0,-10.154,1,0.039,0.445,0.259,0.175,0.0444,166.883,audio_features,spotify:track:2RbR0Fxh0rHcu2TALqUdzw,https://api.spotify.com/v1/tracks/2RbR0Fxh0rHcu2TALqUdzw,https://api.spotify.com/v1/audio-analysis/2RbR0Fxh0rHcu2TALqUdzw,246000,3
64,unrepentant,dwarves,2mtHYlHTrxGxwR0xqy05Ks,0.178,0.987,4,-5.47,0,0.0827,0.00173,0.0,0.634,0.144,171.719,audio_features,spotify:track:2mtHYlHTrxGxwR0xqy05Ks,https://api.spotify.com/v1/tracks/2mtHYlHTrxGxwR0xqy05Ks,https://api.spotify.com/v1/audio-analysis/2mtHYlHTrxGxwR0xqy05Ks,134107,4
65,another song about the weekend,a day to remember,7tbiocoo8o82H8VAb3cppH,0.443,0.941,0,-4.824,1,0.0648,2.39e-05,0.0,0.0965,0.644,163.007,audio_features,spotify:track:7tbiocoo8o82H8VAb3cppH,https://api.spotify.com/v1/tracks/7tbiocoo8o82H8VAb3cppH,https://api.spotify.com/v1/audio-analysis/7tbiocoo8o82H8VAb3cppH,225653,4
66,與我無關,andrew tan,2wN8SlgU24PixFHmaNNU8A,0.461,0.212,6,-12.389,1,0.036,0.87,0.0,0.107,0.366,123.114,audio_features,spotify:track:2wN8SlgU24PixFHmaNNU8A,https://api.spotify.com/v1/tracks/2wN8SlgU24PixFHmaNNU8A,https://api.spotify.com/v1/audio-analysis/2wN8SlgU24PixFHmaNNU8A,272533,4
67,um sonho louco (acústico),bruno & marrone,7sTYPovuHFjhdAsu53agiJ,0.498,0.622,2,-7.396,1,0.0323,0.401,4.17e-05,0.547,0.462,147.815,audio_features,spotify:track:7sTYPovuHFjhdAsu53agiJ,https://api.spotify.com/v1/tracks/7sTYPovuHFjhdAsu53agiJ,https://api.spotify.com/v1/audio-analysis/7sTYPovuHFjhdAsu53agiJ,235013,4
68,a quiet place to die,alpha wolf,0qW7uuJfh6tuDocaamHi0I,0.542,0.958,8,-3.536,1,0.151,0.000627,0.149,0.307,0.0817,110.003,audio_features,spotify:track:0qW7uuJfh6tuDocaamHi0I,https://api.spotify.com/v1/tracks/0qW7uuJfh6tuDocaamHi0I,https://api.spotify.com/v1/audio-analysis/0qW7uuJfh6tuDocaamHi0I,147227,4
69,rock that body - original mix,scott brown,5x7fCsytj0BqeZQML8TtqY,0.724,0.987,10,-3.936,0,0.0557,0.00162,0.179,0.0183,0.841,169.993,audio_features,spotify:track:5x7fCsytj0BqeZQML8TtqY,https://api.spotify.com/v1/tracks/5x7fCsytj0BqeZQML8TtqY,https://api.spotify.com/v1/audio-analysis/5x7fCsytj0BqeZQML8TtqY,341765,4
